varhadi_0001.wav|नमस्ते! तुम्छा स्वागत है! जे मी तुम्हाले गोष्ट सांगनार है, ते तुम्छा जीवनाच्या ले महत्वाच्या गोष्टी रहेज. है सुवार्था है सर्वलोकां साथी, चित्राच्या पुस्तका मदे पहा, आण जे सुवार्था मी तुमाल सांगन ते कान दिव नाईका जेवा तुमी या हावाजाले आईकान जसा की ब्रीत आनी ब्रीत गान तबा वेड हुईन दुसरे चित्राले पाईची तुमी कैशेटले कदी पण ठामू शक्ता त्या गोश्टी चा इचार कराले जे तुमी अइकला या अपन त्या चित्रा पासुन सुर्वात करू जे सरवात पहले आपन पाव शक्तो
varhadi_0002.wav|चित्र एक सर्व्यात पहले वेड च्या अगोदर फक्तत परमेश्वर होतं मग परमेश्वर आन आकाष आल्लए आणि प्रुथविळले बनवल संशाराल्ले आकार न होता मनुद परमेश्वरान डबल पृत्विले बनवला और त्याना अश्या प्रकारे आदेश दिला की उजड हो त्याना सुर्य, चंद्र और सार्या चान्या बनवला परमेश्वर चांगला है और तो सार्या गोष्टी वर राज करतो
varhadi_0003.wav|चित्र दहा: दहा आज्ञा जे दहा आज्ञा परमेश्वरानं मोशेले दिल्या होत्या, ते खूप चांगले हाय. जो कोणी त्याचं पालन करते, त्याले परमेश्वर आशीर्वाद देतो. हे परमेश्वराचे नियम हाय.  आमाले खऱ्या परमेश्वरावर प्रेम, आज्ञेचं पालन आणि आराधना केली पाहिजे. कोणीच मूर्ती बनू नका अन त्याच्यासमोर झुकू नका. विनाकारण देवाचं नाव घेऊ नका. हफ्त्यातून एक दिवस परमेश्वराच्या आराधनेसाठी एकडा ठेवा. लेकरायनं आपल्या मायबापाचं ऐकावं अन त्यांचा आदर करा.  हत्या करू नका. व्यभिचार करू नका. खोटं बोलू नका. कोनाले फसवू नका. चोरी करू नका. कोणा दुसऱ्या माणसाच्या वस्तूची लालूच धरू नका.
varhadi_0004.wav|## चित्र अकरा: पापासाठी बली मुसाच्या वेळेस जो कोणी माणूस देवाच्या नियमाले नाही मानत, तवा त्याले परमेश्वरासाठी एका बकऱ्याची बली द्यावा लागत होती. बकऱ्याचं मरण ज्या माणसाच्या जागी होत होती, जेन त्या नियमाले नाही मानलं. हे इस्राईलच्या लोकानले आठवण करून देत होतं की ते परमेश्वराच्या विरुद्ध पाप करतेत, जवा ते त्या नियमाले नाही मानत.  बकरा हे एक चिन्ह होतं त्या महान बलिदानाचा जे भविष्यात येणारं होतं.परमेश्वरानं ही योजना केली होती की तो त्याचा पोरगा येसुले ह्या संसारात एका बलिदानाच्या रूपात पाठवन.
varhadi_0005.wav|चित्र बारा: एक वचन देणारा मसीहा लय वर्षानंतर एक स्वर्गदूत एका तरुण कुवारीपाशी आला, तिचं नाव होतं मरिया. मरियमचा साखरपुडा एका युसुफ नावाच्या माणसासोबत झालं. त्या स्वर्गदूतानं मरियमले म्हटलं, "तू न परमेश्वराच्या नजरेस अनुग्रह प्राप्त केला हाय. तू एका पोरले जनशीन अन त्याचं नाव तू येसू ठेव."  मरियमनं विचारलं, "हे कसं व्हईन? मी त अनकीन कुवारी हाय." स्वर्गदूतानं तिले म्हटलं, "पवित्र आत्मा त्यावरीन, ज्याच्यामुळे त्या पवित्र माणसाचं जन्म व्हईन, अन त्याले लोकं परमेश्वराच्या पोरासारखं जानन."  अन तोच स्वर्गदूत युसुफाच्या स्वप्नात पण आला. स्वर्गदूतानं योसेफाले म्हटलं, "तू मरियमसोबत लगीन करायले भिऊ नको, काऊन की ते पवित्र आत्म्याच्या द्वारे गरोदर झाली. ते एका पोरले जन्म दीन, त्याचं नाव तू येसू ठेव." येसूचं मतलब रक्षक. युसुफानं मरियमले आपल्या बायकोच्या रूपात स्वीकारलं, अन तो तिच्यासोबत तोपर्यंत झोपला नाही, जवापर्यंत येसूचा जन्म नाही झाला.
varhadi_0006.wav|चित्र तेरा: प्रभू येसूचा जन्म त्या वेळेस राजानं अशा प्रकारे राजानं साऱ्या लोकाले हुकूम दिल्ं की ते आपापल्या पुरुजाच्या गावाले जाऊन स्वतःचं नाव लिहावं. मरियम आणि योसेफले पण बेथलेमले जा लागलं. जवा ते बेथलेमात पोचले, त त्यानले कुठंच राहिले जागा नाही भेटली. ह्यामुळे त्यानले एका जनावराच्या गोठ्यात राहा लागलं. हेच ते जागा होती ज्या ठिकाणी मरियमनं येसुले जन्म दिल्ं.  त्याच रात्री स्वर्गदूत काही मेंढपाळासोबत प्रगट होतो, ते आपल्या मेंढराची राखणदारी करत होते. स्वर्गदूत त्यांच्यासमोर प्रगट होतो आणि म्हणतो, "मी तुमच्यासाठी एक चांगली गोष्टी आणली हाय, की ते साऱ्या लोकाईसाठी हाय. आज एक रक्षा करण्या वाल्यानं जन्म घेतला हाय, जो येसू प्रभू हाय." एका दमात आकाशात लय सारे स्वर्गदूत जमा होते, अन ते जमा होतात अन परमेश्वराची आराधना करायले लागतात.  मेंढपाळ एकमेकासोबत बोलत राहतेत, "या, आपण बेथलेमात जाऊ अन काय झालं ते पाहू." जवा त्यानं येसुले पाहिलं, अन त्यानं साऱ्या लोकाले ही गोष्ट सांगितली जे त्यानं प्रभू येसूच्या बाऱ्यामध्ये ऐकलं. जवा त्यानं ह्या साऱ्या गोष्टीले ऐकलं, तवा ते लोकं हैराण झाले.
varhadi_0007.wav|चित्र चौदा: येसू एका शिक्षकासारखा येसूचं पालनपोषण योसेफाच्या घरी झालं. जवा तो बारा वर्षाचा झाला, तवा मरियम आणि योसेफानं त्याले यरुशलेमच्या मंदिरात घेऊन गेले. तिथं त्यानं परमेश्वराच्या विषयी गोष्ट केली, धर्मगुरू आणि लोकांच्या सेवकासोबत. तो त्यांच्या गोष्टीले ऐकत होता आणि लय प्रकारचे प्रश्न विचारत होता. ते लोकं प्रभू येसू मसीच्या तोंडातून निघालेल्या परमेश्वराच्या महान गोष्टी ऐकून ते हैराण झाले.  जवा येसू तीस वर्षाचा झाला, तवा त्यानं लोकाले शिकवणं सुरू केलं. लय लोकानं त्याच्या शिकवण्यावर विश्वास ठेवला अन त्याचं पालन करणं सुरू केलं. पण दुसऱ्या लोकानं त्याच्या गोष्टीवर विश्वास नाही ठेवलं अन त्याचा विरोध करायले सुरुवात केली.
varhadi_0008.wav|चित्र पंधरा: प्रभू येसूचे चमत्कार येसूच्या जवळ परमेश्वराची महान शक्ती होती. त्यानं लय चमत्कार केले. त्यानं बिमाराले बरं केलं, अन आंधळ्याले दिसायला लागलं. त्यानं मेलेल्या लोकाले डबल जिवंत केलं. त्यानं तुफानावर आपला अधिकार दाखवला अन पाण्यावर चालला.  जवा लोकानं त्याच्या चमत्काराले पाहिलं, तवा लय साऱ्या लोकानं त्याच्यावर विश्वास केला अन हे म्हटलं की हा परमेश्वराकडून आला हाय. ते लोक हैराण होते प्रभू येसू मसीच्या मुळे केलेल्या कामापासून व ऐकलेल्या गोष्टीपासून. येसूपाशी शक्ती हाय आपले पण मदत करायले.
varhadi_0009.wav|चित्र सोळा: त्रास प्रभू येसू मसीचे प्रभू येसू मसीनं लय चांगले काम केले अन लय सारे लोकं त्याच्याप्रमाणे चालले. त्यानं लय लोकायची मदत केली अन कितीतरी लोकाले परमेश्वराच्या खऱ्या रस्त्यावर त्यानं चालवलं. प्रभू येसू मसी ह्या संसारात याच्यासाठी आला, तो परमेश्वराच्या प्रेमाले लोकाले दाखवन. अन वाईट कामात अन पापात फसलेल्या लोकाले परमेश्वराजवळ वापस घेऊन यायसाठी.  परंतु धर्मगुरू त्याच्यावर जळत होते, काऊन की त्यांचं मन गोट्यासारखं होतं. अन ते ह्या गोष्टीवर विश्वास ठेवत नव्हते की प्रभू येसू मसी परमेश्वराकडून पाठवलेला हाय. ते ह्या गोष्टी कबूल करत नव्हते अन त्यानं देवाचं नियम तोडलं अन ते पापी हाय. त्या सेवकांना येसू मसीच्या विषयी खोटं बोलून त्याले पकडायला लावलं.  शिपायानं त्याले फटके मारले अन त्यानं त्याच्या डोक्यावर काट्याचं मुकुट ठेवलं अन त्याची मजा उडू लागले. हे ध्यानात ठेवा की येसू मसी देवाचा पोरगा होय. त्याच्याजवळ ते शक्ती हाय की त्या लोकानले तो सत्यानाश करन. पण त्यानं त्यानले थांबवलं नाही, काऊन की त्याले माहीत होतं की हे परमेश्वराची योजना हाय.
varhadi_0010.wav|चित्र सतरा: प्रभू येसू मसीले क्रुसावर चढवणं सैनिकांना प्रभू येसू मसीले लाकडाच्या क्रुसावर खिळ्यात लटकवलं, अन त्याले तसंच सोडलं जोपर्यंत तो मरत नाही. त्या वेळेस अशी पद्धत होती की जो कोणी नियमाले तोडतेत अन त्याले अशाच प्रकारचं भयानक मरण भेटते. दोन अपराध्याले येसू मसीच्या जवळच क्रुसावर चढवल्या गेलं होतं. पण प्रभू येसू मसी गुन्हेगार नव्हता. त्यानं काही पण चुकीचं काम नाही केलं.  प्रभू येसू मसीनं आपल्या शिक्षेले स्वतःवर घेतलं. आपण साऱ्यानं पाप केलं हाय अन आपल्या साऱ्याले मरणच हाय आपल्या पापामुळे. पण प्रभू येसू मसीनं आपल्या पापासाठी त्यानं स्वतःले बली करून दिल्ं. जर आपण लोकं हे कबूल करू की आपण पापी हाव, अन जर परमेश्वराच्या इकडे आलो अन त्याले माफी मागतली, तर तो आपले माफ करन. प्रभू येसू मसीवर विश्वास ठेवा, तरच तुम्ही वाचान.
